,ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,cellchat_pvals
3635,Adam10,Adam10,0.23255813953488372,0.0,7.3557024,Tspan12,Tspan12,0.6804511278195489,0.23240075935629828,Neuronal-like cells,Adipocytes_2,0.0,1.0
3633,Psen1,Psen1,0.16279069767441862,0.0,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Neuronal-like cells,Adipocytes_2,0.0,1.0
3632,Jag1,Jag1,0.13953488372093023,0.0,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Neuronal-like cells,Adipocytes_2,0.0,1.0
3631,App,App,0.7364341085271318,0.23345652178986342,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Neuronal-like cells,Adipocytes_2,0.0,1.0
3630,Adam10,Adam10,0.23255813953488372,0.0,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Neuronal-like cells,Adipocytes_2,0.0,1.0
3628,Bsg,Bsg,0.33587786259541985,0.0558990472497583,7.3557024,Slc16a1,Slc16a1,0.24360902255639097,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3625,Gnai2,Gnai2,0.11450381679389313,0.0,7.3557024,Adora1,Adora1,0.1481203007518797,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3606,Ntn1,Ntn1,0.19083969465648856,0.0,7.3557024,Mcam,Mcam,0.5225563909774437,0.16708762394475413,Mesothelium,Adipocytes_2,0.0,1.0
3624,Gpc3,Gpc3,0.29770992366412213,0.04807269586152649,7.3557024,Cd81,Cd81,0.1,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3623,Rspo1,Rspo1,0.22137404580152673,0.0,7.3557024,Lgr4,Lgr4,0.4075187969924812,0.06442813046114405,Mesothelium,Adipocytes_2,0.0,1.0
3622,Adipoq,Adipoq,0.3969465648854962,0.06263919049857689,7.3557024,Adipor1,Adipor1,0.11203007518796992,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3620,Calr,Calr,0.13740458015267176,0.0,7.3557024,Scarf1,Scarf1,0.20225563909774436,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3618,Fgf1,Fgf1,0.29770992366412213,0.05648425751389243,7.3557024,Cspg4,Cspg4,0.10676691729323308,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3617,Rims2,Rims2,0.15267175572519084,0.0,7.3557024,Abca1,Abca1,0.29172932330827067,0.05334463551241259,Mesothelium,Adipocytes_2,0.0,1.0
3614,Igf1,Igf1,0.24427480916030533,0.0,7.3557024,Insr,Insr,0.6225563909774436,0.20286298946987383,Mesothelium,Adipocytes_2,0.0,1.0
3612,Agt,Agt,0.17557251908396945,0.0,7.3557024,Enpep,Enpep,0.1736842105263158,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3611,Rgma,Rgma,0.1297709923664122,0.0,7.3557024,Neo1,Neo1,0.24812030075187969,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3610,Ntn1,Ntn1,0.19083969465648856,0.0,7.3557024,Neo1,Neo1,0.24812030075187969,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3609,Gnai2,Gnai2,0.11450381679389313,0.0,7.3557024,Unc5b,Unc5b,0.1255639097744361,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3608,Ntn1,Ntn1,0.19083969465648856,0.0,7.3557024,Unc5b,Unc5b,0.1255639097744361,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3607,Lgals3,Lgals3,0.13740458015267176,0.0,7.3557024,Mcam,Mcam,0.5225563909774437,0.16708762394475413,Mesothelium,Adipocytes_2,0.0,1.0
3555,Adam9,Adam9,0.15267175572519084,0.0,7.3557024,Itgb5,Itgb5,0.12030075187969924,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3553,Bmp6,Bmp6,0.2595419847328244,0.04458191306043436,7.3557024,Acvr1,Acvr1_Bmpr2,0.21503759398496242,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3551,Bmp6,Bmp6,0.2595419847328244,0.04458191306043436,7.3557024,Acvr1,Acvr1_Acvr2a,0.21503759398496242,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3449,App,App,0.8473282442748091,0.3108438459782189,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3478,Fn1,Fn1,0.25190839694656486,0.023929320001146115,7.3557024,Itgav,Itgav_Itgb1,0.2075187969924812,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3473,Col1a1,Col1a1,0.1297709923664122,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3471,Col6a6,Col6a6,0.20610687022900764,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3470,Adam9,Adam9,0.15267175572519084,0.0,7.3557024,Itgb1,Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3467,Timp3,Timp3,0.22900763358778625,0.0,7.3557024,Met,Met,0.17142857142857143,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3466,Dcn,Dcn,0.11450381679389313,0.0,7.3557024,Met,Met,0.17142857142857143,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3465,Sema5a,Sema5a,0.6793893129770993,0.21164418415345598,7.3557024,Met,Met,0.17142857142857143,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3464,Adam17,Adam17,0.2824427480916031,0.042784609594201384,7.3557024,Met,Met,0.17142857142857143,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3463,Adam10,Adam10,0.33587786259541985,0.05385710446423467,7.3557024,Met,Met,0.17142857142857143,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3458,Sema3c,Sema3c,0.8549618320610687,0.3472442691980423,7.3557024,Plxnd1,Nrp1_Nrp2_Plxnd1,0.17067669172932332,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3454,Sema3f,Sema3f,0.11450381679389313,0.0,7.3557024,Nrp2,Nrp2_Plxna2,0.3451127819548872,0.05831776805315899,Mesothelium,Adipocytes_2,0.0,1.0
3453,Vegfc,Vegfc,0.21374045801526717,0.0,7.3557024,Nrp2,Nrp2,0.3451127819548872,0.05831776805315899,Mesothelium,Adipocytes_2,0.0,1.0
3450,Psen1,Psen1,0.183206106870229,0.0,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3448,Adam10,Adam10,0.33587786259541985,0.05385710446423467,7.3557024,Notch2,Notch2,0.23834586466165414,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3481,Col4a2,Col4a2,0.2366412213740458,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3447,Bsg,Bsg,0.24904701397712833,0.0,7.3557024,Slc16a7,Slc16a7,0.2661654135338346,0.04689854584064619,Immune cells,Adipocytes_2,0.0,1.0
3446,Bsg,Bsg,0.24904701397712833,0.0,7.3557024,Slc16a1,Slc16a1,0.24360902255639097,0.0,Immune cells,Adipocytes_2,0.0,1.0
3445,Alb,Alb,0.13087674714104194,0.0,7.3557024,Fcgrt,B2m_Fcgrt,0.1037593984962406,0.0,Immune cells,Adipocytes_2,0.0,1.0
3442,Gnai2,Gnai2,0.13850063532401524,0.0,7.3557024,Adcy9,Adcy9,0.3293233082706767,0.059993537869053246,Immune cells,Adipocytes_2,0.0,1.0
3441,Entpd1,Entpd1,0.156289707750953,0.0,7.3557024,Adora1,Adora1,0.1481203007518797,0.0,Immune cells,Adipocytes_2,0.0,1.0
3440,Gnai2,Gnai2,0.13850063532401524,0.0,7.3557024,Adora1,Adora1,0.1481203007518797,0.0,Immune cells,Adipocytes_2,0.0,1.0
3439,Adipoq,Adipoq,0.5273189326556544,0.15430267814925244,7.3557024,Adipor1,Adipor1,0.11203007518796992,0.0,Immune cells,Adipocytes_2,0.0,1.0
3437,Calr,Calr,0.13087674714104194,0.0,7.3557024,Scarf1,Scarf1,0.20225563909774436,0.0,Immune cells,Adipocytes_2,0.0,1.0
3436,Fgf1,Fgf1,0.20838627700127066,0.0,7.3557024,Cspg4,Cspg4,0.10676691729323308,0.0,Immune cells,Adipocytes_2,0.0,1.0
3435,Rims2,Rims2,0.13468869123252858,0.0,7.3557024,Abca1,Abca1,0.29172932330827067,0.05334463551241259,Immune cells,Adipocytes_2,0.0,1.0
3434,Apoe,Apoe,0.11181702668360864,0.0,7.3557024,Abca1,Abca1,0.29172932330827067,0.05334463551241259,Immune cells,Adipocytes_2,0.0,1.0
3432,Igf1,Igf1,0.21092757306226176,0.0,7.3557024,Insr,Insr,0.6225563909774436,0.20286298946987383,Immune cells,Adipocytes_2,0.0,1.0
3430,Grn,Grn,0.18424396442185514,0.0,7.3557024,Sort1,Sort1,0.26090225563909775,0.0429479597499706,Immune cells,Adipocytes_2,0.0,1.0
3479,Lamb1,Lamb1,0.1450381679389313,0.0,7.3557024,Itgb1,Itga7_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3485,Col6a2,Col6a2,0.2366412213740458,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3550,Cgn,Cgn,0.1450381679389313,0.0,7.3557024,Tgfbr2,Tgfbr2,0.21203007518796993,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3526,Vegfa,Vegfa,0.648854961832061,0.2165931377919368,7.3557024,Itgav,Itgav,0.2075187969924812,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3549,Col4a3,Col4a3,0.1297709923664122,0.0,7.3557024,Cd47,Cd47,0.11203007518796992,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3548,Col4a4,Col4a4,0.12213740458015267,0.0,7.3557024,Cd47,Cd47,0.11203007518796992,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3547,Col4a5,Col4a5,0.3053435114503817,0.05037699761429159,7.3557024,Cd47,Cd47,0.11203007518796992,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3546,Col4a1,Col4a1,0.5572519083969466,0.19041337185610863,7.3557024,Cd47,Cd47,0.11203007518796992,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3545,Apoe,Apoe,0.35877862595419846,0.053310732783673515,7.3557024,Lrp5,Lrp5,0.16390977443609023,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3544,Gnai2,Gnai2,0.11450381679389313,0.0,7.3557024,Cav1,Cav1,0.4263157894736842,0.06723280715655477,Mesothelium,Adipocytes_2,0.0,1.0
3543,Hsp90b1,Hsp90b1,0.15267175572519084,0.0,7.3557024,Lrp1,Lrp1,0.45939849624060153,0.06894385623037327,Mesothelium,Adipocytes_2,0.0,1.0
3541,F8,F8,0.10687022900763359,0.0,7.3557024,Lrp1,Lrp1,0.45939849624060153,0.06894385623037327,Mesothelium,Adipocytes_2,0.0,1.0
3538,Calr,Calr,0.13740458015267176,0.0,7.3557024,Lrp1,Lrp1,0.45939849624060153,0.06894385623037327,Mesothelium,Adipocytes_2,0.0,1.0
3534,Lamb2,Lamb2,0.16793893129770993,0.0,7.3557024,Rpsa,Rpsa,0.26090225563909775,0.04368081720301781,Mesothelium,Adipocytes_2,0.0,1.0
3531,Igfbp4,Igfbp4,0.22137404580152673,0.0,7.3557024,Lrp6,Lrp6,0.6285714285714286,0.28187475585092364,Mesothelium,Adipocytes_2,0.0,1.0
3530,Rspo1,Rspo1,0.22137404580152673,0.0,7.3557024,Lrp6,Lrp6,0.6285714285714286,0.28187475585092364,Mesothelium,Adipocytes_2,0.0,1.0
3527,Calr,Calr,0.13740458015267176,0.0,7.3557024,Itgav,Itgav,0.2075187969924812,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3525,Adam9,Adam9,0.15267175572519084,0.0,7.3557024,Itgav,Itgav,0.2075187969924812,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3491,Col4a4,Col4a4,0.12213740458015267,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3524,Angptl4,Angptl4,0.2824427480916031,0.04654390168277948,7.3557024,Sdc2,Sdc2,0.20601503759398496,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3523,Apoe,Apoe,0.35877862595419846,0.053310732783673515,7.3557024,Sdc2,Sdc2,0.20601503759398496,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3522,Fn1,Fn1,0.25190839694656486,0.023929320001146115,7.3557024,Sdc2,Sdc2,0.20601503759398496,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3518,Lamb1,Lamb1,0.1450381679389313,0.0,7.3557024,Itga1,Itga1,0.3887218045112782,0.06317354413735593,Mesothelium,Adipocytes_2,0.0,1.0
3517,Angptl4,Angptl4,0.2824427480916031,0.04654390168277948,7.3557024,Sdc4,Sdc4,0.21052631578947367,0.0,Mesothelium,Adipocytes_2,0.0,1.0
3513,Col14a1,Col14a1,0.16030534351145037,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3511,Col18a1,Col18a1,0.16793893129770993,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3507,Col5a1,Col5a1,0.1984732824427481,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3503,Col7a1,Col7a1,0.13740458015267176,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3502,Angpt1,Angpt1,0.183206106870229,0.0,7.3557024,Itgb1,Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3501,Vegfc,Vegfc,0.21374045801526717,0.0,7.3557024,Itgb1,Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3495,Col4a3,Col4a3,0.1297709923664122,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
3493,Lamb2,Lamb2,0.16793893129770993,0.0,7.3557024,Itgb1,Itga7_Itgb1,0.262406015037594,0.041488341480495364,Mesothelium,Adipocytes_2,0.0,1.0
4107,Hsp90b1,Hsp90b1,0.15725806451612903,0.0,7.3557024,Lrp1,Lrp1,0.22732426303854875,0.0,ASPC,Endothelial cells,0.0,1.0
4109,Wnt5a,Wnt5a,0.12231182795698925,0.0,7.3557024,Lrp5,Lrp5,0.23979591836734693,0.0,ASPC,Endothelial cells,0.0,1.0
4893,Lamb2,Lamb2,0.16793893129770993,0.0,7.3557024,Itga6,Itga6_Itgb1,0.3242630385487528,0.05345265101815594,Mesothelium,Endothelial cells,0.0,1.0
4680,Adam10,Adam10,0.22363405336721728,0.0,7.3557024,Tspan12,Tspan12,0.7193877551020408,0.24342544743863392,Immune cells,Endothelial cells,0.0,1.0
4640,Slit2,Slit2,0.12131519274376418,0.0,7.3557024,App,App,0.6218820861678005,0.1988029515832529,Endothelial cells,Endothelial cells,0.0,1.0
4639,Angpt1,Angpt1,0.17233560090702948,0.0,7.3557024,Tek,Tek,0.37244897959183676,0.058679727364649846,Endothelial cells,Endothelial cells,0.0,1.0
4638,Angptl4,Angptl4,0.2976190476190476,0.048505179250313724,7.3557024,Tie1,Tie1,0.14965986394557823,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4637,Angpt1,Angpt1,0.17233560090702948,0.0,7.3557024,Tie1,Tie1,0.14965986394557823,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4636,Gnai2,Gnai2,0.16043083900226757,0.0,7.3557024,Tshr,Tshr,0.11791383219954649,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4635,Calr,Calr,0.12698412698412698,0.0,7.3557024,Tshr,Tshr,0.11791383219954649,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4634,Lama4,Lama4,0.8089569160997733,0.34678374472466206,7.3557024,Dag1,Dag1,0.2193877551020408,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4633,Lamb2,Lamb2,0.1933106575963719,0.0,7.3557024,Dag1,Dag1,0.2193877551020408,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4632,Lamc1,Lamc1,0.5702947845804989,0.18227725784657697,7.3557024,Dag1,Dag1,0.2193877551020408,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4631,Lamb1,Lamb1,0.17063492063492064,0.0,7.3557024,Dag1,Dag1,0.2193877551020408,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4629,Col18a1,Col18a1,0.1054421768707483,0.0,7.3557024,Kdr,Kdr,0.3287981859410431,0.054583733603845865,Endothelial cells,Endothelial cells,0.0,1.0
4628,Vegfb,Vegfb,0.13321995464852607,0.0,7.3557024,Kdr,Flt1_Kdr,0.3287981859410431,0.054583733603845865,Endothelial cells,Endothelial cells,0.0,1.0
4623,Sema6a,Sema6a,0.15476190476190477,0.0,7.3557024,Plxna4,Plxna4,0.3010204081632653,0.05165945789440521,Endothelial cells,Endothelial cells,0.0,1.0
4621,Sema6a,Sema6a,0.15476190476190477,0.0,7.3557024,Plxna2,Plxna2,0.6507936507936508,0.2079382211756936,Endothelial cells,Endothelial cells,0.0,1.0
4620,Col18a1,Col18a1,0.1054421768707483,0.0,7.3557024,Ptprs,Ptprs,0.14852607709750568,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4619,Ntrk3,Ntrk3,0.5085034013605442,0.1642944730224103,7.3557024,Ptprs,Ptprs,0.14852607709750568,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4618,Vegfb,Vegfb,0.13321995464852607,0.0,7.3557024,Nrp1,Nrp1,0.8367346938775511,0.37845167478649394,Endothelial cells,Endothelial cells,0.0,1.0
4616,Fgf1,Fgf1,0.17346938775510204,0.0,7.3557024,Nrp1,Nrp1,0.8367346938775511,0.37845167478649394,Endothelial cells,Endothelial cells,0.0,1.0
4614,Efnb2,Efnb2,0.20521541950113378,0.0,7.3557024,Ephb4,Ephb4,0.11564625850340136,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4612,Bmp6,Bmp6,0.23015873015873015,0.0,7.3557024,Bmpr1a,Bmpr1a_Bmpr2,0.1264172335600907,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4611,Bmp6,Bmp6,0.23015873015873015,0.0,7.3557024,Bmpr1a,Acvr2a_Bmpr1a,0.1264172335600907,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4609,Efna5,Efna5,0.7086167800453514,0.25605169228289903,7.3557024,Epha4,Epha4,0.17403628117913833,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4608,Efnb2,Efnb2,0.20521541950113378,0.0,7.3557024,Epha4,Epha4,0.17403628117913833,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4606,Fgf1,Fgf1,0.17346938775510204,0.0,7.3557024,Fgfr2,Fgfr2,0.14909297052154194,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4604,Fgf1,Fgf1,0.17346938775510204,0.0,7.3557024,Fgfr1,Fgfr1,0.44614512471655327,0.06586951351728565,Endothelial cells,Endothelial cells,0.0,1.0
4603,Gnai2,Gnai2,0.16043083900226757,0.0,7.3557024,Igf1r,Igf1r,0.3112244897959184,0.0508656695266169,Endothelial cells,Endothelial cells,0.0,1.0
4602,Igf1,Igf1,0.15532879818594103,0.0,7.3557024,Igf1r,Igf1r,0.3112244897959184,0.0508656695266169,Endothelial cells,Endothelial cells,0.0,1.0
4600,Fgf1,Fgf1,0.17346938775510204,0.0,7.3557024,Tgfbr3,Tgfbr3,0.6320861678004536,0.2081478405390993,Endothelial cells,Endothelial cells,0.0,1.0
4599,Sorbs1,Sorbs1,0.8401360544217688,0.38132970255916854,7.3557024,Itgb5,Itgb5,0.13378684807256236,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4641,Ntn1,Ntn1,0.15816326530612246,0.0,7.3557024,Mcam,Mcam,0.2165532879818594,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4642,Ntn1,Ntn1,0.15816326530612246,0.0,7.3557024,Unc5b,Unc5b,0.15816326530612246,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4643,Gnai2,Gnai2,0.16043083900226757,0.0,7.3557024,Unc5b,Unc5b,0.15816326530612246,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4662,Retn,Retn,0.4552154195011338,0.06533464431312382,7.3557024,Cap1,Cap1,0.1417233560090703,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4677,Psen1,Psen1,0.18170266836086404,0.0,7.3557024,Notch2,Notch2,0.16439909297052155,0.0,Immune cells,Endothelial cells,0.0,1.0
4676,App,App,0.5463786531130876,0.17636496269356736,7.3557024,Notch2,Notch2,0.16439909297052155,0.0,Immune cells,Endothelial cells,0.0,1.0
4675,Adam10,Adam10,0.22363405336721728,0.0,7.3557024,Notch2,Notch2,0.16439909297052155,0.0,Immune cells,Endothelial cells,0.0,1.0
4674,Psen1,Psen1,0.18170266836086404,0.0,7.3557024,Notch1,Notch1,0.12131519274376418,0.0,Immune cells,Endothelial cells,0.0,1.0
4673,Ybx1,Ybx1,0.17662007623888182,0.0,7.3557024,Notch1,Notch1,0.12131519274376418,0.0,Immune cells,Endothelial cells,0.0,1.0
4672,Adam17,Adam17,0.27064803049555275,0.041846657395754425,7.3557024,Notch1,Notch1,0.12131519274376418,0.0,Immune cells,Endothelial cells,0.0,1.0
4671,Adam10,Adam10,0.22363405336721728,0.0,7.3557024,Notch1,Notch1,0.12131519274376418,0.0,Immune cells,Endothelial cells,0.0,1.0
4670,Bsg,Bsg,0.2624716553287982,0.03995223923841435,7.3557024,Slc16a7,Slc16a7,0.18253968253968253,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4668,Alb,Alb,0.11961451247165533,0.0,7.3557024,Fcgrt,B2m_Fcgrt,0.13151927437641722,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4666,Rtn4,Rtn4,0.30612244897959184,0.0486012840815256,7.3557024,Rtn4rl1,Rtn4rl1,0.12755102040816327,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4665,Psap,Psap,0.4200680272108844,0.06193857563347813,7.3557024,Ar,Ar,0.10884353741496598,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4664,Gnai2,Gnai2,0.16043083900226757,0.0,7.3557024,Adcy9,Adcy9,0.46201814058956914,0.07044794783828318,Endothelial cells,Endothelial cells,0.0,1.0
4663,Gnai2,Gnai2,0.16043083900226757,0.0,7.3557024,Ednrb,Ednrb,0.12755102040816327,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4661,Angptl4,Angptl4,0.2976190476190476,0.048505179250313724,7.3557024,Cdh5,Cdh5,0.18424036281179137,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4644,Ntn1,Ntn1,0.15816326530612246,0.0,7.3557024,Neo1,Neo1,0.23129251700680273,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4660,Adipoq,Adipoq,0.5051020408163265,0.14283485706234383,7.3557024,Adipor1,Adipor1,0.14285714285714285,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4658,Pros1,Pros1,0.11054421768707483,0.0,7.3557024,Mertk,Mertk,0.15702947845804988,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4657,Gas6,Gas6,0.15022675736961452,0.0,7.3557024,Mertk,Mertk,0.15702947845804988,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4656,Cxcl12,Cxcl12,0.43197278911564624,0.06524588097089945,7.3557024,Ackr3,Ackr3,0.21541950113378686,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4655,Calr,Calr,0.12698412698412698,0.0,7.3557024,Scarf1,Scarf1,0.23752834467120182,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4654,Col18a1,Col18a1,0.1054421768707483,0.0,7.3557024,Gpc4,Gpc4,0.10374149659863946,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4653,Rims2,Rims2,0.1536281179138322,0.0,7.3557024,Abca1,Abca1,0.17970521541950113,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4652,Apoe,Apoe,0.12414965986394558,0.0,7.3557024,Abca1,Abca1,0.17970521541950113,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4650,Igf1,Igf1,0.15532879818594103,0.0,7.3557024,Insr,Insr,0.5521541950113379,0.17276095808797418,Endothelial cells,Endothelial cells,0.0,1.0
4648,Grn,Grn,0.13378684807256236,0.0,7.3557024,Sort1,Sort1,0.3276643990929705,0.053232474212736317,Endothelial cells,Endothelial cells,0.0,1.0
4647,Gnai2,Gnai2,0.16043083900226757,0.0,7.3557024,S1pr1,S1pr1,0.16950113378684808,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4646,Agt,Agt,0.16666666666666666,0.0,7.3557024,Enpep,Enpep,0.2834467120181406,0.04875211784940593,Endothelial cells,Endothelial cells,0.0,1.0
4645,Igf1,Igf1,0.15532879818594103,0.0,7.3557024,Igf2r,Igf2r,0.1417233560090703,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4598,Vcl,Vcl,0.43253968253968256,0.06301856862713702,7.3557024,Itgb5,Itgb5,0.13378684807256236,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4597,Tln1,Tln1,0.213718820861678,0.0,7.3557024,Itgb5,Itgb5,0.13378684807256236,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4596,Ltbp1,Ltbp1,0.2709750566893424,0.042814648114815834,7.3557024,Itgb5,Itgb5,0.13378684807256236,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4526,Lamc1,Lamc1,0.5702947845804989,0.18227725784657697,7.3557024,Itga9,Itga9_Itgb1,0.13321995464852607,0.0,Endothelial cells,Endothelial cells,0.0,1.0
4551,Tgm2,Tgm2,0.1473922902494331,0.0,7.3557024,Itgb1,Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4550,Fbn1,Fbn1,0.11564625850340136,0.0,7.3557024,Itgb1,Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4548,Col18a1,Col18a1,0.1054421768707483,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4546,Col7a1,Col7a1,0.1717687074829932,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4544,Col8a1,Col8a1,0.1388888888888889,0.0,7.3557024,Itgb1,Itga1_Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4543,Angpt1,Angpt1,0.17233560090702948,0.0,7.3557024,Itgb1,Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4540,Nid1,Nid1,0.20238095238095238,0.0,7.3557024,Itgb1,Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4539,Lgals1,Lgals1,0.23412698412698413,0.0,7.3557024,Itgb1,Itgb1,0.4155328798185941,0.05956092482924637,Endothelial cells,Endothelial cells,0.0,1.0
4538,Lama4,Lama4,0.8089569160997733,0.34678374472466206,7.3557024,Itga9,Itga9_Itgb1,0.13321995464852607,0.0,Endothelial cells,Endothelial cells,0.0,1.0
